,index,Unnamed: 0,USPS,GEOID,ALAND_SQMI,TRACT_LAT,TRACT_LONG,State_x,Hospital,HOSPITAL_LONG,HOSPITAL_LAT,CT_dist,Unnamed: 0.1,Year,Name Returned,Tract,State,County,Geographical ID,Total Population,Pop. Male,Pop. Female,Median Age All,Pop. Over 65 Years,Pop. Race,Pop. AmInd or Alaska Alone,Pop. Asian Alone,Pop. Black or AfrAm Alone,Pop. Hawaiian or PacIsl Alone,Pop. Other Race Alone,Pop. White Alone,Two or more races,Pop. Hispanic or Latino,Pop. Not Hispanic or Latino,Median Income Last 12 Months,Pop. w Poverty Status,"Income Less than $10,000","Income $10,000-14,999","Income $15,000-24,999","Income $25,000-34,999","Income $35,000-49,999","Income $50,000-64,999","Income $65,000-74,999","Income Over $75,000",Insurance Surveyed,Insured,Noninsured,state,county,tract,POPDENSITY,DISTANCE_ROAD,DISTANCE_TIME
12,44070,44464,KS,20209041900,0.273,39.10898579999999,-94.62315,Kansas,The University of Kansas Hospital,-94.61062,39.05615,5.965028047730472 km,743,2018,"Census Tract 419, Wyandotte County, Kansas",41900,20,209,20209041900,1614,920,694,33.4,174,1570.0,0.0,0.0,30.0,0.0,147.0,1393.0,37.0,733.0,815.0,29356.0,1600.0,178.0,104.0,179.0,218.0,206.0,127.0,37.0,54.0,1614,1390,224,20,209,41900,5912.087912,6498.7570000000005,34
13,44072,44466,KS,20209040900,0.759,39.1369607,-94.6254235,Missouri,North Kansas City Hospital,-94.5516,39.14956,6.533630011055758 km,731,2018,"Census Tract 409, Wyandotte County, Kansas",40900,20,209,20209040900,1006,569,437,46.4,129,885.0,0.0,0.0,480.0,0.0,27.0,378.0,114.0,191.0,256.0,16295.0,999.0,143.0,149.0,192.0,86.0,30.0,32.0,9.0,0.0,1006,740,266,20,209,40900,1325.428195,12600.638000000003,45
14,44073,44467,KS,20209041800,0.33899999999999997,39.116150399999995,-94.6258025,Kansas,The University of Kansas Hospital,-94.61062,39.05615,6.7893628198269695 km,702,2018,"Census Tract 418, Wyandotte County, Kansas",41800,20,209,20209041800,916,430,486,50.5,172,882.0,30.0,12.0,546.0,0.0,3.0,291.0,15.0,88.0,236.0,12321.0,897.0,307.0,106.0,123.0,25.0,82.0,29.0,3.0,4.0,916,694,222,20,209,41800,2702.0648969999997,7196.573,38
15,44075,44469,KS,20209041100,0.444,39.121914200000006,-94.6270273,Missouri,North Kansas City Hospital,-94.5516,39.14956,7.2076178712408066 km,746,2018,"Census Tract 411, Wyandotte County, Kansas",41100,20,209,20209041100,1575,658,917,21.9,124,1447.0,9.0,39.0,1175.0,0.0,89.0,135.0,62.0,166.0,63.0,14868.0,1509.0,143.0,138.0,149.0,37.0,51.0,20.0,16.0,0.0,1575,1144,431,20,209,41100,3547.297297,11579.936000000002,38
16,44077,44471,KS,20091053410,6.607,38.8467249,-94.62793459999999,Kansas,Saint Luke's South Hospital,-94.66965,38.90355,7.273198325777107 km,556,2018,"Census Tract 534.10, Johnson County, Kansas",53410,20,91,20091053410,11447,5821,5626,40.3,1155,11163.0,0.0,978.0,120.0,0.0,98.0,9967.0,209.0,315.0,9652.0,64215.0,11372.0,1226.0,370.0,409.0,472.0,481.0,741.0,313.0,3251.0,11447,11329,118,20,91,53410,1732.55638,9973.182999999999,40
17,44078,44472,KS,20091053409,2.083,38.8761143,-94.6283243,Kansas,Menorah Medical Center,-94.65131,38.91013,4.270405402421052 km,294,2018,"Census Tract 534.09, Johnson County, Kansas",53409,20,91,20091053409,3826,1838,1988,44.1,647,3712.0,0.0,211.0,48.0,0.0,14.0,3439.0,105.0,156.0,3297.0,44357.0,3817.0,324.0,188.0,427.0,286.0,205.0,183.0,119.0,994.0,3826,3710,116,20,91,53409,1836.773884,5599.021,27
18,44079,44473,KS,20209042400,0.425,39.09721029999999,-94.6290897,Kansas,The University of Kansas Hospital,-94.61062,39.05615,4.830452006865916 km,748,2018,"Census Tract 424, Wyandotte County, Kansas",42400,20,209,20209042400,2388,1306,1082,33.9,222,2307.0,6.0,259.0,311.0,7.0,451.0,1273.0,37.0,1488.0,270.0,21023.0,2344.0,375.0,166.0,327.0,323.0,206.0,48.0,4.0,42.0,2388,1722,666,20,209,42400,5618.823529,5653.647,33
19,44081,44475,KS,20209040800,0.21100000000000002,39.129987799999995,-94.6308769,Missouri,North Kansas City Hospital,-94.5516,39.14956,7.190122413559157 km,720,2018,"Census Tract 408, Wyandotte County, Kansas",40800,20,209,20209040800,632,304,328,33.1,69,598.0,0.0,0.0,422.0,0.0,0.0,176.0,18.0,164.0,12.0,21949.0,607.0,70.0,40.0,85.0,56.0,44.0,27.0,0.0,7.0,632,511,121,20,209,40800,2995.260664,12725.487000000003,45
20,44082,44476,KS,20209043301,0.863,39.0495901,-94.63091170000001,Kansas,The University of Kansas Hospital,-94.61062,39.05615,1.901475413998703 km,704,2018,"Census Tract 433.01, Wyandotte County, Kansas",43301,20,209,20209043301,3516,1967,1549,32.3,214,3363.0,16.0,24.0,663.0,0.0,151.0,2509.0,81.0,1161.0,1522.0,30821.0,3444.0,249.0,245.0,446.0,593.0,625.0,157.0,82.0,90.0,3511,2565,946,20,209,43301,4074.159907,3041.438,17
21,44083,44477,KS,20209042001,0.188,39.110648600000005,-94.6310632,Kansas,The University of Kansas Hospital,-94.61062,39.05615,6.303540491296822 km,744,2018,"Census Tract 420.01, Wyandotte County, Kansas",42001,20,209,20209042001,1642,1045,597,32.3,69,1546.0,9.0,128.0,142.0,7.0,213.0,1047.0,31.0,879.0,401.0,18971.0,1202.0,215.0,139.0,237.0,200.0,55.0,37.0,18.0,23.0,1279,759,520,20,209,42001,8734.042553,7087.945,41
22,44084,44478,KS,20209042002,0.214,39.104364000000004,-94.6313328,Kansas,The University of Kansas Hospital,-94.61062,39.05615,5.644661070716669 km,757,2018,"Census Tract 420.02, Wyandotte County, Kansas",42002,20,209,20209042002,1509,862,647,35.0,156,1468.0,0.0,158.0,173.0,0.0,305.0,832.0,11.0,962.0,175.0,15938.0,1479.0,339.0,109.0,172.0,147.0,105.0,23.0,0.0,34.0,1509,1026,483,20,209,42002,7051.401868999999,6429.846,41
23,44086,44480,KS,20209042600,0.731,39.0835691,-94.6358771,Kansas,The University of Kansas Hospital,-94.61062,39.05615,3.7474590064813396 km,723,2018,"Census Tract 426, Wyandotte County, Kansas",42600,20,209,20209042600,2479,1418,1061,33.7,246,2337.0,10.0,11.0,1.0,0.0,501.0,1814.0,126.0,1755.0,593.0,21190.0,2438.0,244.0,181.0,454.0,300.0,136.0,52.0,14.0,70.0,2479,1439,1040,20,209,42600,3391.2448700000004,4562.598999999999,30
24,44087,44481,KS,20091053803,22.066999999999997,38.775548,-94.6365125,Missouri,Belton Regional Medical Center,-94.5027,38.81552,12.443083128067196 km,79,2018,"Census Tract 538.03, Johnson County, Kansas",53803,20,91,20091053803,3649,1730,1919,49.3,586,3521.0,0.0,31.0,11.0,0.0,45.0,3434.0,117.0,123.0,3380.0,47446.0,3638.0,472.0,163.0,285.0,189.0,307.0,455.0,149.0,754.0,3649,3522,127,20,91,53803,165.3600399,16531.787,33
25,44088,44482,KS,20209045000,1.923,39.0628393,-94.636542,Kansas,The University of Kansas Hospital,-94.61062,39.05615,2.3633547028351845 km,692,2018,"Census Tract 450, Wyandotte County, Kansas",45000,20,209,20209045000,3855,1903,1952,32.5,307,3385.0,0.0,0.0,137.0,0.0,146.0,3102.0,307.0,1317.0,1988.0,24958.0,3676.0,456.0,334.0,385.0,614.0,360.0,128.0,31.0,37.0,3855,3007,848,20,209,45000,2004.6801870000002,3470.5459999999994,26
26,44090,44484,KS,20091051801,1.538,38.968736799999995,-94.637751,Missouri,St. Joseph Medical Center,-94.60323000000001,38.93676,4.642875318074122 km,281,2018,"Census Tract 518.01, Johnson County, Kansas",51801,20,91,20091051801,3620,1824,1796,48.4,972,3559.0,10.0,93.0,0.0,0.0,0.0,3456.0,12.0,198.0,3258.0,42018.0,3560.0,446.0,160.0,340.0,241.0,283.0,217.0,89.0,933.0,3620,3528,92,20,91,51801,2353.7061120000003,6899.735000000001,31
27,44091,44485,KS,20091050700,1.36,39.0147073,-94.6381324,Kansas,The University of Kansas Hospital,-94.61062,39.05615,5.1809168633215235 km,396,2018,"Census Tract 507, Johnson County, Kansas",50700,20,91,20091050700,4421,2038,2383,38.8,740,4235.0,0.0,0.0,0.0,0.0,0.0,4235.0,106.0,62.0,4235.0,49012.0,4341.0,390.0,166.0,298.0,333.0,523.0,569.0,213.0,830.0,4421,4320,101,20,91,50700,3250.735294,6264.502,36
28,44094,44488,KS,20091050100,1.006,39.036774799999996,-94.63972199999999,Kansas,The University of Kansas Hospital,-94.61062,39.05615,3.3126699042187933 km,413,2018,"Census Tract 501, Johnson County, Kansas",50100,20,91,20091050100,4452,2202,2250,32.2,454,4248.0,20.0,107.0,202.0,0.0,75.0,3844.0,142.0,325.0,3643.0,38929.0,4390.0,353.0,236.0,348.0,525.0,745.0,506.0,108.0,449.0,4438,4190,248,20,91,50100,4425.447316,4152.1140000000005,24
29,44095,44489,KS,20091051806,1.696,38.9437085,-94.63977679999999,Missouri,St. Joseph Medical Center,-94.60323000000001,38.93676,3.2611237243601847 km,278,2018,"Census Tract 518.06, Johnson County, Kansas",51806,20,91,20091051806,5507,2782,2725,41.3,1223,5273.0,11.0,326.0,178.0,0.0,56.0,4702.0,140.0,319.0,4449.0,52219.0,5298.0,573.0,236.0,414.0,428.0,445.0,586.0,294.0,1303.0,5392,5190,202,20,91,51806,3247.051887,4243.851,15
30,44096,44490,KS,20091051400,0.975,38.986115399999996,-94.639955,Kansas,Shawnee Mission Medical Center,-94.693002,38.9953,4.7076198865248235 km,682,2018,"Census Tract 514, Johnson County, Kansas",51400,20,91,20091051400,3065,1485,1580,40.1,655,3040.0,5.0,0.0,0.0,0.0,0.0,3035.0,0.0,102.0,2933.0,47457.0,3040.0,356.0,86.0,252.0,195.0,369.0,283.0,131.0,720.0,3065,2892,173,20,91,51400,3143.5897440000003,5555.912000000001,39
31,44097,44491,KS,20091051000,0.8029999999999999,38.9988708,-94.6399778,Kansas,Shawnee Mission Medical Center,-94.693002,38.9953,4.61055750409286 km,385,2018,"Census Tract 510, Johnson County, Kansas",51000,20,91,20091051000,3728,1688,2040,36.7,485,3646.0,0.0,24.0,21.0,0.0,12.0,3589.0,47.0,40.0,3549.0,55274.0,3684.0,218.0,200.0,284.0,155.0,384.0,391.0,240.0,903.0,3728,3642,86,20,91,51000,4642.590286,5334.805000000002,41
32,44099,44493,KS,20209042100,0.325,39.1063866,-94.64137590000001,Kansas,The University of Kansas Hospital,-94.61062,39.05615,6.179510660885841 km,747,2018,"Census Tract 421, Wyandotte County, Kansas",42100,20,209,20209042100,3124,1676,1448,27.0,89,3044.0,0.0,354.0,362.0,0.0,762.0,1566.0,36.0,1874.0,513.0,19430.0,3061.0,448.0,174.0,433.0,340.0,188.0,61.0,18.0,39.0,3124,2150,974,20,209,42100,9612.307692,7133.587,44
33,44102,44496,KS,20209041200,0.544,39.12423629999999,-94.642011,Kansas,The University of Kansas Hospital,-94.61062,39.05615,8.03184041588691 km,700,2018,"Census Tract 412, Wyandotte County, Kansas",41200,20,209,20209041200,1475,741,734,28.8,161,1373.0,0.0,75.0,457.0,0.0,236.0,605.0,45.0,752.0,91.0,15799.0,1418.0,326.0,113.0,263.0,117.0,79.0,19.0,0.0,23.0,1475,1042,433,20,209,41200,2711.397059,9319.048000000004,52
34,44103,44497,KS,20209042300,0.504,39.0985619,-94.642459,Kansas,The University of Kansas Hospital,-94.61062,39.05615,5.455267263843585 km,721,2018,"Census Tract 423, Wyandotte County, Kansas",42300,20,209,20209042300,3179,1623,1556,31.6,246,3054.0,71.0,347.0,137.0,0.0,1119.0,1380.0,50.0,2079.0,483.0,20502.0,3104.0,490.0,125.0,414.0,287.0,205.0,101.0,8.0,43.0,3179,2126,1053,20,209,42300,6307.539683,6602.155000000001,39
35,44104,44498,KS,20209041700,0.491,39.114441799999994,-94.6425535,Kansas,The University of Kansas Hospital,-94.61062,39.05615,7.036533004932289 km,694,2018,"Census Tract 417, Wyandotte County, Kansas",41700,20,209,20209041700,2801,1452,1349,29.7,218,2635.0,11.0,558.0,259.0,0.0,817.0,990.0,106.0,1421.0,416.0,23786.0,2695.0,422.0,187.0,231.0,311.0,270.0,126.0,37.0,29.0,2801,1973,828,20,209,41700,5704.684318,8266.303,48
36,44105,44499,KS,20021958500,16.018,37.077673600000004,-94.6429367,Missouri,Freeman Health System,-94.52605,37.05214,10.774727334209807 km,761,2018,"Census Tract 9585, Cherokee County, Kansas",958500,20,21,20021958500,3606,1700,1906,44.3,628,3511.0,129.0,38.0,0.0,0.0,0.0,3344.0,88.0,188.0,3172.0,19389.0,3519.0,662.0,325.0,611.0,414.0,341.0,227.0,33.0,55.0,3526,2903,623,20,21,958500,225.121738,12969.145,42
37,44107,44501,KS,20209040700,0.42700000000000005,39.133253700000004,-94.64367800000001,Missouri,North Kansas City Hospital,-94.5516,39.14956,8.163729866969282 km,719,2018,"Census Tract 407, Wyandotte County, Kansas",40700,20,209,20209040700,1429,759,670,42.3,189,1337.0,0.0,0.0,885.0,0.0,144.0,308.0,42.0,340.0,112.0,18004.0,1375.0,283.0,128.0,175.0,142.0,90.0,33.0,41.0,13.0,1429,1064,365,20,209,40700,3346.604215,13688.236000000003,51
38,44109,44503,KS,20209040200,0.907,39.143910399999996,-94.64472370000001,Missouri,North Kansas City Hospital,-94.5516,39.14956,8.07467874210994 km,742,2018,"Census Tract 402, Wyandotte County, Kansas",40200,20,209,20209040200,1298,617,681,35.1,210,1286.0,0.0,34.0,981.0,0.0,20.0,251.0,12.0,254.0,32.0,16773.0,1298.0,259.0,153.0,198.0,40.0,112.0,31.0,40.0,52.0,1298,901,397,20,209,40200,1431.09151,14097.501000000002,50
39,44111,44505,KS,20091053202,1.056,38.9040525,-94.64551949999999,Kansas,Menorah Medical Center,-94.65131,38.91013,0.8411133178827759 km,676,2018,"Census Tract 532.02, Johnson County, Kansas",53202,20,91,20091053202,3723,1672,2051,55.0,1265,3656.0,0.0,222.0,157.0,3.0,0.0,3274.0,45.0,18.0,3256.0,42969.0,3507.0,327.0,256.0,470.0,265.0,451.0,415.0,127.0,830.0,3532,3353,179,20,91,53202,3525.568182,1090.183,7
40,44113,44507,KS,20121100400,64.704,38.511489700000006,-94.648821,Missouri,Cass Regional Medical Center,-94.3773,38.6649,29.148677316924278 km,445,2018,"Census Tract 1004, Miami County, Kansas",100400,20,121,20121100400,4073,2107,1966,41.0,612,3952.0,9.0,35.0,60.0,0.0,16.0,3832.0,94.0,284.0,3587.0,38143.0,3938.0,458.0,174.0,357.0,279.0,530.0,338.0,120.0,571.0,3987,3818,169,20,121,100400,62.94819486,49893.537999999986,38
41,44116,44510,KS,20121100300,31.500999999999998,38.6715942,-94.64998929999999,Missouri,Belton Regional Medical Center,-94.5027,38.81552,20.475431478750323 km,440,2018,"Census Tract 1003, Miami County, Kansas",100300,20,121,20121100300,2919,1438,1481,43.0,462,2908.0,13.0,0.0,0.0,0.0,52.0,2843.0,11.0,52.0,2843.0,29792.0,2919.0,418.0,184.0,306.0,191.0,249.0,161.0,82.0,512.0,2919,2786,133,20,121,100300,92.66372496,28945.271000000004,44
42,44117,44511,KS,20091050200,0.943,39.0319494,-94.65046,Kansas,The University of Kansas Hospital,-94.61062,39.05615,4.3719709763251675 km,384,2018,"Census Tract 502, Johnson County, Kansas",50200,20,91,20091050200,3360,1587,1773,36.8,425,3227.0,2.0,56.0,136.0,0.0,26.0,3007.0,75.0,269.0,2769.0,40753.0,3302.0,231.0,235.0,382.0,335.0,492.0,508.0,182.0,365.0,3360,3141,219,20,91,50200,3563.096501,6018.511000000002,32
43,44118,44512,KS,20011955900,34.0,37.817078,-94.6526401,Missouri,Cedar County Memorial Hospital,-94.01789000000001,37.86039,56.0798494038525 km,34,2018,"Census Tract 9559, Bourbon County, Kansas",955900,20,11,20011955900,3719,1876,1843,32.2,469,3553.0,33.0,23.0,246.0,0.0,0.0,3251.0,90.0,226.0,3025.0,20111.0,3582.0,531.0,461.0,528.0,454.0,253.0,169.0,37.0,122.0,3719,3315,404,20,11,955900,109.38235290000001,62192.33599999999,67
44,44119,44514,KS,20091053414,1.13,38.877857899999995,-94.6547023,Kansas,Saint Luke's South Hospital,-94.66965,38.90355,3.133160004479471 km,64,2018,"Census Tract 534.14, Johnson County, Kansas",53414,20,91,20091053414,4973,2467,2506,30.8,236,4849.0,10.0,1481.0,195.0,0.0,44.0,3119.0,89.0,202.0,2988.0,59782.0,4938.0,529.0,63.0,345.0,192.0,419.0,263.0,170.0,1352.0,4973,4464,509,20,91,53414,4400.884956,4481.921000000001,27
45,44120,44515,KS,20037957000,8.247,37.4240984,-94.6548261,Missouri,Freeman Health System,-94.52605,37.05214,42.833018778083016 km,430,2018,"Census Tract 9570, Crawford County, Kansas",957000,20,37,20037957000,3203,1433,1770,36.5,449,3155.0,50.0,57.0,23.0,0.0,0.0,3025.0,25.0,246.0,2787.0,33938.0,3139.0,310.0,290.0,346.0,170.0,453.0,253.0,90.0,286.0,3198,2920,278,20,37,957000,388.38365469999997,47657.80100000002,67
46,44121,44516,KS,20091050302,0.7190000000000001,39.019642,-94.6548981,Kansas,Shawnee Mission Medical Center,-94.693002,38.9953,4.265638010444808 km,678,2018,"Census Tract 503.02, Johnson County, Kansas",50302,20,91,20091050302,1435,691,744,41.5,296,1364.0,3.0,83.0,31.0,0.0,4.0,1243.0,33.0,24.0,1223.0,43487.0,1366.0,109.0,56.0,156.0,169.0,133.0,205.0,89.0,214.0,1426,1353,73,20,91,50302,1995.827538,6040.738,35
47,44122,44517,KS,20091053201,2.6660000000000004,38.918530600000004,-94.655018,Kansas,Menorah Medical Center,-94.65131,38.91013,0.9864765489485025 km,403,2018,"Census Tract 532.01, Johnson County, Kansas",53201,20,91,20091053201,2167,914,1253,56.5,627,2116.0,18.0,115.0,20.0,0.0,0.0,1963.0,39.0,51.0,1919.0,52574.0,2025.0,187.0,100.0,164.0,194.0,227.0,217.0,124.0,579.0,2037,1995,42,20,91,53201,812.8282071000001,1679.501,6
48,44123,44518,KS,20209041600,0.648,39.115192799999996,-94.65517340000001,Kansas,The University of Kansas Hospital,-94.61062,39.05615,7.604255490100829 km,701,2018,"Census Tract 416, Wyandotte County, Kansas",41600,20,209,20209041600,3808,1910,1898,31.8,303,3541.0,0.0,222.0,538.0,0.0,948.0,1833.0,152.0,2068.0,788.0,23260.0,3661.0,443.0,366.0,490.0,529.0,264.0,144.0,64.0,85.0,3808,2636,1172,20,209,41600,5876.54321,9008.093,49
49,44124,44519,KS,20209043400,1.426,39.053048,-94.65726579999999,Kansas,The University of Kansas Hospital,-94.61062,39.05615,4.052309809048056 km,703,2018,"Census Tract 434, Wyandotte County, Kansas",43400,20,209,20209043400,2115,1024,1091,36.2,266,1993.0,7.0,0.0,117.0,0.0,8.0,1861.0,71.0,734.0,1210.0,25463.0,2064.0,251.0,143.0,327.0,278.0,259.0,140.0,23.0,51.0,2115,1705,410,20,209,43400,1483.169705,6184.585000000002,28
50,44125,44520,KS,20091053411,2.005,38.8408731,-94.6573466,Kansas,Saint Luke's South Hospital,-94.66965,38.90355,7.039398308548911 km,62,2018,"Census Tract 534.11, Johnson County, Kansas",53411,20,91,20091053411,5070,2676,2394,38.6,669,4975.0,47.0,261.0,150.0,37.0,17.0,4463.0,54.0,135.0,4328.0,41994.0,5021.0,775.0,195.0,328.0,288.0,489.0,398.0,172.0,1168.0,5070,4785,285,20,91,53411,2528.678304,7580.162000000002,26
51,44126,44521,KS,20037957600,23.511,37.3724957,-94.6575244,Missouri,Freeman Health System,-94.52605,37.05214,37.41990558308345 km,429,2018,"Census Tract 9576, Crawford County, Kansas",957600,20,37,20037957600,7410,3899,3511,24.7,1093,6884.0,35.0,335.0,256.0,0.0,50.0,6208.0,514.0,305.0,6006.0,14437.0,5962.0,2065.0,872.0,735.0,604.0,648.0,303.0,223.0,232.0,7082,6186,896,20,37,957600,315.1716218,41274.95700000002,64
52,44127,44522,KS,20209042200,0.652,39.1022183,-94.65804250000001,Kansas,The University of Kansas Hospital,-94.61062,39.05615,6.557063647169483 km,695,2018,"Census Tract 422, Wyandotte County, Kansas",42200,20,209,20209042200,2032,1174,858,32.0,107,1929.0,0.0,110.0,1.0,0.0,452.0,1366.0,31.0,1443.0,375.0,23973.0,1960.0,126.0,103.0,414.0,297.0,220.0,43.0,7.0,30.0,2032,1155,877,20,209,42200,3116.564417,8318.059000000001,40
53,44128,44523,KS,20091051802,1.5119999999999998,38.967665999999994,-94.6583279,Kansas,Shawnee Mission Medical Center,-94.693002,38.9953,4.293974783226561 km,561,2018,"Census Tract 518.02, Johnson County, Kansas",51802,20,91,20091051802,6290,2985,3305,37.8,1124,5958.0,34.0,250.0,262.0,0.0,221.0,5191.0,217.0,506.0,4962.0,37335.0,6158.0,640.0,289.0,537.0,647.0,1082.0,548.0,210.0,727.0,6290,5654,636,20,91,51802,4160.05291,5722.991999999998,38
