,Unnamed: 0,index,GEOID,Hospital,State,ORIG_LAT,ORIG_LONG,ThrombCenter,DEST_LAT,DEST_LONG,AERIAL_3,DISTANCE_ROAD,DISTANCE_TIME,USPS,THROMB,DISTANCE_ROAD_MILES
16,8,82,82,Cottage Children's Medical Center,6,34.42935,-119.72318,Los Robles Hospital and Medical Center,34.207583,-118.883219,81.12812849,90180.25600000002,120,,,56.03555246250017
17,9,87,87,Lucile Packard Children's Hospital Stanford,6,37.43723,-122.17435,El Camino Hospital,37.36880981,-122.0817853,11.17281684,13365.657,63,,,8.305054867212647
18,10,88,88,Rady Children's Hospital San Diego,6,32.798603,-117.1508,Sharp Grossmont Hospital,32.780656,-117.007283,13.59039617,17505.477999999996,31,,,10.877426771222984
19,11,99,99,CHOC Children's Hospital of Orange County,6,33.78033,-117.86507,Fountain Valley Regional Hospital and Medical Center,33.71504,-117.93592,9.774455618,13852.483000000002,61,,,8.607555271104927
20,12,100,100,Community Regional Medical Center,6,36.741882,-119.78389,Regional Medical Center of San Jose,37.36271,-121.84786,196.0883778,237508.68299999996,178,,,147.58142033380142
21,13,107,107,California Pacific Medical Center,6,37.78575,-122.42149,John Muir Medical Center -- Walnut Creek Campus,37.913214,-122.041935,36.277632200000006,40265.964000000014,82,,,25.02017224452261
22,14,110,110,Kaiser Permanente Pediatric Care Center,6,34.09815,-118.29542,Providence Health System - Southern California,34.155305,-118.328075,7.019152948,10811.364999999998,46,,,6.717887456969937
23,15,127,127,UCSF Benioff Children's Hospital San Francisco,6,37.76509,-122.390579,Kaiser Foundation Hospital - Redwood City,37.489193,-122.22337,33.99344713,39482.87799999998,63,,,24.53358395367044
24,16,153,153,Loma Linda University Children's Hospital,6,34.04991500000001,-117.26114,Pomona Valley Hospital Medical Center,34.077090000000005,-117.75062,45.28721309,47814.38000000001,77,,,29.710552151813797
25,17,157,157,University of California Davis Children's Hospital,6,38.553677,-121.45684,John Muir Medical Center -- Walnut Creek Campus,37.913214,-122.041935,87.62526257,113736.11700000006,152,,,70.67252227621265
26,18,180,180,Miller Children's & Women's Hospital Long Beach,6,33.80769,-118.18502,Los Alamitos Medical Center,33.804390000000005,-118.06662,10.96926519,11464.030999999995,38,,,7.1234363155082185
27,19,188,188,Sutter Children's Center,6,38.57042,-121.47027,John Muir Medical Center -- Walnut Creek Campus,37.913214,-122.041935,88.46604992,113975.02100000002,141,,,70.82097070848921
28,20,189,189,Kaiser Foundation Hospital - Roseville Women's and Children's Service,6,38.74825,-121.24763,John Muir Medical Center -- Walnut Creek Campus,37.913214,-122.041935,115.8226217,143465.51999999993,188,,,89.14556277728755
29,0,14,14,Children's Hospital Colorado,8,39.740765,-104.83503,Lutheran Medical Center,39.76783,-105.08892,21.96467696,23753.675000000007,61,,,14.759886040240103
30,0,31,31,Floating Hospital for Children at Tufts Medical Center,25,42.349948,-71.063829,Boston Medical Center Menino Pavilion,42.334834,-71.073608,1.862244875,1952.6870000000006,18,,,1.2133464650105017
31,1,34,34,Boston Children's Hospital,25,42.337776,-71.10519000000002,Boston Medical Center Menino Pavilion,42.334834,-71.073608,2.62320563,3056.978,24,,,1.899522785738253
32,2,92,92,Baystate Children's Hospital,25,42.11899,-72.60416,Yale New Haven Hospital (York St. Campus),41.30429,-72.93515,94.58657452,99713.95399999995,122,,,61.95953247915292
33,3,148,148,Umass Memorial Children's Medical Center,25,42.279568,-71.75844000000002,Beth Israel Deaconess Hospital â€“ West Campus,42.338036,-71.108993,53.93853205,55809.59100000004,81,,,34.67855829097645
34,4,159,159,MassGeneral Hospial for Children,25,42.36244,-71.06983000000002,Boston Medical Center Menino Pavilion,42.334834,-71.073608,3.0822363010000005,3956.293000000001,23,,,2.4583326083984747
35,0,162,162,St. Luke's Children's Hospital,16,43.612453,-116.19273,Providence Sacred Heart Medical Center and Children's Hospital,47.648887,-117.413419,458.5954005,575781.3940000001,296,,,357.7748605018207
36,0,95,95,Kentucky Children's Hospital,21,38.03282,-84.50683599999998,University of Louisville Medical Center,38.248187,-85.744585,111.1079905,118827.576,102,,,73.8362160885829
37,1,173,173,Norton Children's Hospital,21,38.247967,-85.74880999999998,Baptist Health Lexington,38.01849,-84.51236,111.355051,120046.246,101,,,74.59346440155592
38,0,0,0,Penn State Children's Hospital,42,40.264298,-76.673751,Geisinger Medical Center,40.968461,-76.604811,78.41214415,114768.39200000007,127,,,71.31394981793784
39,1,18,18,Lehigh Valley Reilly Children's Hopital,42,40.567081,-75.523948,Abington Hospital,40.118897,-75.119863,60.46061604,66930.313,80,,,41.58867175363814
40,2,26,26,Janet Weis Children's Hospital at Geisinger,42,40.969692,-76.60424,Penn State Milton S. Hershey Medical Center,40.26441,-76.67401,78.54131422,114801.4680000001,118,,,71.33450234257528
41,3,29,29,Children's Hospital of Philadelphia,42,39.9481,-75.19318,Cooper University Hospital,39.94152,-75.1168,6.568389332000001,8806.307000000003,35,,,5.471999080368351
42,4,129,129,St. Christopher's Hospital for Children,42,40.00684,-75.13117,Thomas Jefferson University Hospitals,39.94982,-75.15867,6.752915657000001,7407.337000000002,52,,,4.602717262977372
43,5,132,132,UPMC Children's Hospital of Pittsburgh,42,40.46656,-79.95374,Allegheny General Hospital,40.45704,-80.00362,4.360690573,5603.426000000002,31,,,3.4818161482346817
44,0,15,15,The University of Vermont Children's Hospital,50,44.48071,-73.19685,UMass Memorial Medical Center â€“ University Campus,42.27625,-71.76208000000003,271.1022173,305230.52900000016,172,,,189.66192911379832
45,0,17,17,Ochsner Hospital for Children,22,29.962742,-90.144005,East Jefferson General Hospital,30.01434,-90.18152,6.769099047,9340.501000000004,61,,,5.803932668050259
46,1,59,59,Our Lady of the Lake Children's Hospial,22,30.402043,-91.099353,Tulane University Hospital and Clinic,29.95983,-90.07649,110.0351085,119635.30099999998,73,,,74.33811438229336
47,2,61,61,Willis Knighton South and the Center for Womens and Childrens Health,22,32.402134000000004,-93.79852,UT Health East Texas Tyler Regional Hospital,32.338618,-95.291677,140.69823430000002,132336.19899999994,90,,,82.23010613046338
48,3,103,103,Children's Hospital New Orleans,22,29.917667,-90.126976,Tulane University Hospital and Clinic,29.95983,-90.07649,6.7529580860000005,7599.386000000001,70,,,4.722051275678229
49,0,182,182,Children's Hospital at Dartmouth-Hitchcock,33,40.788802,-74.46522399999998,St. Joseph's Regional Medical Center,40.902719,-74.165087,28.29621079,0.0,0,,,0.0
50,0,118,118,Yale-New Haven Children's Hospital,9,41.30439000000001,-72.934555,Hartford Hospital,41.75437,-72.67905,54.3357345,56089.316000000006,71,,,34.8523717797358
51,1,168,168,Connecticut Children's Medical Center,9,41.75501,-72.68265500000003,UMass Memorial Medical Center â€“ University Campus,42.27625,-71.76208000000003,95.73959495,102452.51800000001,105,,,63.6612014863236
52,0,2,2,St. Joseph's Children's Hospital of Tampa,12,27.983532,-82.49008,Tampa General Hospital,27.93753,-82.45929,5.930204053,7983.632999999998,62,,,4.960811885617706
53,1,8,8,Baptist Children's Hospital,12,25.687788,-80.340675,Jackson Memorial Hospital,25.791120000000006,-80.21207,17.24983435,19836.267999999996,53,,,12.325716132078988
54,2,47,47,Nicklaus Children's Hospital,12,25.741411,-80.29603,Jackson Memorial Hospital,25.791120000000006,-80.21207,10.06302532,12712.701999999996,59,,,7.89932643195347
55,3,50,50,Nemours Children's Specialty Care Jacksonville,12,30.31212,-81.6633,UF Health Jacksonville,30.3478,-81.66435,3.956702843,4642.249000000002,22,,,2.88456696533983
56,4,51,51,Golisano Children's Hospital of Southwest Florida,12,26.50363,-81.91398000000002,Physicians Regional Medical Center - Pine Ridge,26.21413,-81.73196,36.86260874,47602.467,84,,,29.578875191072115
57,5,58,58,AdventHealth for Children,12,28.57411,-81.37118000000002,Osceola Regional Medical Center,28.29946,-81.4101,30.67636393,32228.66599999999,77,,,20.026014390992575
58,6,63,63,The Salah Foundation Children's Hospital at Broward Health,12,26.101841,-80.14234,Memorial Regional Hospital,26.01965,-80.18006,9.857147849,12653.091999999995,51,,,7.862286403121774
59,7,74,74,Wolfson Children's Hospital,12,30.316278000000004,-81.66424,UF Health Jacksonville,30.3478,-81.66435,3.494483691,4216.826,20,,,2.6202207115960583
60,8,94,94,The Studer Family Children's Hospital at Ascension Sacred Heart,12,30.47732,-87.21203100000002,Southeast Health,31.21588,-85.36301,194.9013203,216006.21400000007,135,,,134.22037232654384
61,9,97,97,Holtz Children's Hospital Jackson Memorial Hospital,12,25.790646,-80.21504,Mount Sinai Medical Center,25.81312,-80.13938,7.985623216,11181.651999999998,31,,,6.9479737035057845
62,10,120,120,Tampa General Hospital Children's Medical Center,12,27.93754,-82.46039300000002,St Josephs Hospital,27.982840000000003,-82.49132,5.870444105,7555.911999999998,56,,,4.695037717325114
63,11,123,123,Nemours Children's Hospital,12,28.377819,-81.272561,AdventHealth Orlando,28.57325,-81.36974000000002,23.65749454,31335.959000000006,57,,,19.471310599376146
64,12,137,137,Palm Beach Children's Hospital,12,26.753117,-80.06258000000003,Welligton Regional Medical Center,26.65152,-80.20451,18.06122271,24064.966999999997,60,,,14.95331440217729
65,13,139,139,UF Health Shands Children's Hospital,12,29.640626,-82.342372,North Florida Regional Medical Center,29.66046,-82.41225,7.114008447000001,7905.658,35,,,4.912360346477438
66,14,141,141,Joe DiMaggio Children's Hospital at Memorial Regional Hospital,12,26.018462,-80.179677,Broward Health Medical Center,26.10207,-80.14086999999998,10.04390795,13114.536000000006,56,,,8.149015124212413
67,15,179,179,Arnold Palmer Hospital for Children,12,28.523851,-81.379684,Osceola Regional Medical Center,28.29946,-81.4101,25.04633451,26976.12799999999,66,,,16.76223047957547
68,16,183,183,Johns Hopkins All Children's Hospital,12,27.764278000000004,-82.64021,Northside Hospital,27.825606,-82.701635,9.101075281,11224.958,43,,,6.974882871239142
69,0,176,176,Montana Childrens Medical Center,30,48.215458,-114.3249,St. Luke's Regional Medical Ceter - Boise,43.612338,-116.191892,531.6980342,753483.4739999998,345,,,468.1940882597834
70,0,20,20,The Children's Hospital at Montefiore,36,40.87988,-73.8789,NYU Langone Hospitals,40.7423,-73.9743,17.2690049,18199.80199999999,62,,,11.30886077522462
71,1,21,21,Bernard Millie Duker Children's Hospital,36,42.652603000000006,-72.77507,Hartford Hospital,41.75437,-72.67905,100.0878569,117360.22299999988,126,,,72.92444293934152
72,2,40,40,Upstate Golisano Children's Hospital,36,43.042282,-76.140392,Rochester General Hospital,43.19242,-77.58659,118.8741322,130595.171,81,,,81.14827879751948
73,3,48,48,Hassenfeld Children's Hospital at NYU Langone,36,40.743626,-73.97315,Brookdale Hospital Medical Center,40.65453,-73.91275999999998,11.1328559,14230.944999999994,71,,,8.84272123976288
74,4,55,55,Maimonides Infants and Children's Hospital of Brooklyn,36,40.639526,-73.9982,Brookdale Hospital Medical Center,40.65453,-73.91275999999998,7.41630395,7822.151999999999,68,,,4.860471994730759
75,5,80,80,Cohen Children's Medical Center,36,40.752769,-73.708878,Brookdale Hospital Medical Center,40.65453,-73.91275999999998,20.39345894,22431.891999999996,77,,,13.938566120272906
76,6,89,89,Maria Fareri Children's Hospital at Westchester Medical Center,36,41.08788300000001,-73.80399,Mount Sinai Hospital,40.79038,-73.95339,35.35297885,37544.13200000002,72,,,23.328900045981595
77,7,90,90,The Children's Medical Center at NYU Winthrop Hospital,36,40.741695,-73.64331,Montefiore Medical Center - Henry and Lucy Moses Division,40.880331,-73.880149,25.22607393,30821.180000000026,96,,,19.15144096337631
78,8,117,117,Golisano Children's Hospital at the University of Rochester Medical Center,36,43.121896,-77.623377,Upstate Medical University,43.04215,-76.14025,121.09751609999998,133523.58499999993,78,,,82.96791541874305
79,9,125,125,The Mount Sinai Kravis Children's Hospital,36,40.79013,-73.95413,Montefiore Medical Center - Henry and Lucy Moses Division,40.880331,-73.880149,11.80144424,12889.093999999996,50,,,8.008931611716601
80,10,174,174,New York Presbyterian Komansky Chilldren's Hospital,36,40.764214,-73.955414,Brookdale Hospital Medical Center,40.65453,-73.91275999999998,12.7023467,15841.451000000001,82,,,9.843445760373818
81,11,175,175,New York Presbyterian Morgan Stanley Children's Hospital,36,40.839447,-73.940956,NYU Langone Hospitals,40.7423,-73.9743,11.14918994,12569.380999999996,53,,,7.8102706699640825
82,12,177,177,John R. Oishei Children's Hospital,36,42.90057,-78.867165,UPMC Hamot,42.1339,-80.08728,131.5494545,143615.59600000005,91,,,89.23881591211307
83,13,187,187,Stony Brook Children's Hospital,36,40.91326,-73.116516,Yale New Haven Hospital (York St. Campus),41.30429,-72.93515,46.02079815,173313.07600000026,260,,,107.69202033131612
84,0,38,38,University Health System Children's Health,48,29.50904,-98.574486,University Hospital,29.50662,-98.57792,0.427567979,1357.359,10,,,0.843425876446245
85,1,42,42,Children's Health,48,32.808856,-96.838099,Methodist Dallas Medical Center,32.76121,-96.82487,5.427354587999999,7088.819,41,,,4.404798861645147
86,2,46,46,Medical City Children's Hospital,48,32.909378000000004,-96.77132,Baylor Scott & White Medial Center - Plano,33.01419,-96.79108,11.76993892,13547.623,46,,,8.418123578609865
87,3,60,60,Children's Memorial Hermann Hospital,48,29.71507,-95.39662,Houston Methodist Hospital,29.710040000000006,-95.40038,0.6657693720000001,788.5799999999998,7,,,0.49000211266730453
88,4,73,73,Covenant Children's,48,33.5741,-101.90108,John Peter Smith Hospital,32.72712,-97.32696,436.9132907,475084.93099999975,367,,,295.2048237165545
89,5,104,104,Driscoll Children's Hospital,48,27.748377,-97.38436,Doctors Hospital at Renaissance,26.25384505,-98.2063599,184.6046731,236331.16199999995,248,,,146.8497408875688
90,6,113,113,Texas Children's Hospital,48,29.708263,-95.40344,Ben Taub Hospital,29.71074,-95.394447,0.912505492,1195.8589999999995,11,,,0.7430741794773009
91,7,119,119,El Paso Children's Hospital,48,31.770267,-106.43305,Banner - University Medical Center Tucson Campus,32.24243,-110.94733,429.7070475,60610.96799999999,83,,,37.66200305715386
92,8,134,134,Baylor Scott White McLane Children's Medical Center,48,31.074790000000004,-97.37541,St. David's Medical Center,30.29068,-97.72674,93.22010832,102302.859,116,,,63.56820746392931
93,9,138,138,Cook Children's Medical Center,48,32.7384,-97.341965,John Peter Smith Hospital,32.72712,-97.32696,1.882299656,2742.3559999999993,27,,,1.704025252588017
94,10,161,161,Dell Children's Medical Center of Central Texas,48,30.30131,-97.70575,Dell Seton Medical Center at The University of Texas,30.276308,-97.733694,3.861270538,4670.316,22,,,2.902007033939379
95,11,166,166,Children's Hospital of San Antonio,48,29.428179,-98.49776,St. Luke's Baptist Hospital,29.51227,-98.57471,11.94099616,12909.605,41,,,8.021676587918028
96,0,3,3,St. Joseph's Children's Hospital,34,40.902527,-74.166824,Saint Barnabas Medical Center,40.76218715,-74.3036489,19.39276513,21839.82800000001,73,,,13.570673692321082
97,1,28,28,The Bristol-Myrs Squibb Children's Hospital,34,40.495073,-74.451888,Capital Health Regional Medical Center,40.23608,-74.75259,38.46298505,38935.42499999999,69,,,24.193411584873296
98,2,35,35,Joseph M. Sanzari Children's Hospital Hackensack University Medical Center,34,40.88453,-74.05768,Mount Sinai Hospital,40.79038,-73.95339,13.663279,18732.50500000001,57,,,11.639867896156193
99,3,36,36,K. Hovnanian Children's Hospital,34,40.20919,-74.04257,Maimonides Medical Center,40.63936,-73.99866999999998,47.9123377,77270.634,107,,,48.01386531124561
100,4,111,111,The Children's Hospital at Saint Peter's University Hospital,34,40.501846,-74.45922,Capital Health Regional Medical Center,40.23608,-74.75259,38.6230615,39809.099,68,,,24.73628878919309
101,5,130,130,The Children's Regional Hospital at Cooper,34,39.940807,-75.115746,Hospital of the University of Pennsylvania,39.950567,-75.193751,6.753929427999999,8661.150999999996,31,,,5.381803099407208
102,6,143,143,The Children's Hospital at Monmouth Medical Center,34,40.29536,-73.98363499999998,NYU Langone Hospital - Brooklyn,40.64662,-74.02058000000002,39.13083854,72606.77499999992,128,,,45.11587048106673
103,7,150,150,Saint Barnabas Children's Center Saint Barnabas Medical Center,34,40.765194,-74.301834,JFK Medical Center,40.55625,-74.35119,23.57508889,28565.177000000003,83,,,17.74962220537612
104,8,171,171,Goryeb Children's Hospital,34,40.788794,-74.465023,St. Joseph's Regional Medical Center,40.902719,-74.165087,28.28144842,33421.220000000016,52,,,20.767034933575264
105,0,101,101,Hasbro Children's Hospital at Rhode Island Hospital,44,41.81175,-71.407074,Brigham & Women's Hospital,42.33611,-71.10748000000002,63.30033838,65598.59100000003,111,,,40.7611760100414
106,1,169,169,Women and Infants Hospital of Rhode Island,44,41.81026,-71.41101,Brigham & Women's Hospital,42.33611,-71.10748000000002,63.58073219,66098.26200000003,111,,,41.071657946735954
107,0,45,45,MUSC Children's Hospital,45,32.785675,-79.946686,Grand Strand Medical Center,33.75833,-78.81961,150.5409237,162760.24599999998,234,,,101.13477947481576
108,1,109,109,Prisma Health Children's Hospital-Upstate,45,34.821472,-82.41376,Carolinas Medical Center,35.09197,-80.87116999999998,144.05299399999996,165206.54399999994,145,,,102.65484235773668
109,0,10,10,Seattle Children's,53,47.66447,-122.28317,Harborview Medical Center,47.60356,-122.32473,7.457699213,8887.105,43,,,5.522204754744181
110,1,108,108,Mary Bridge Children's Hospital & Health Center,53,47.25993,-122.45351399999998,Providence St. Peter's Hospital,47.05274,-122.84462,37.55296945,43765.64100000002,63,,,27.194776119403
111,2,170,170,Sacred Heart Children's Hospital,53,47.648492,-117.411761,Swedish Cherry Hill,47.60687,-122.31022,368.139492,448002.6180000001,193,,,278.376612772938
112,0,136,136,University of New Mexico Children's Hospital,35,35.087482,-106.61643,Tucson Medical Center,32.25224,-110.87984,505.1063262,589755.3410000004,217,,,366.4578901910102
113,0,41,41,Bronson Methodist Hospital,26,42.286137,-85.58134,Metro Health University of Michigan Health,42.8575,-85.71897,64.46757186,70557.509,65,,,43.84251245852337
114,1,57,57,Ascension St. John Children's Hospital,26,42.418995,-82.914986,William Beaumont Hospital,42.515721,-83.19409300000002,25.34446788,28977.415000000008,79,,,18.005775659587165
115,2,76,76,Beaumont Children's Hospital,26,42.517754,-83.19112,Henry Ford West Bloomfield Hospital,42.53785,-83.40718000000003,17.89185185,18741.129999999994,77,,,11.64522723600979
116,3,96,96,Children's Hospital of Michiga,26,42.35165,-83.05431800000002,William Beaumont Hospital,42.515721,-83.19409300000002,21.55099207,23203.637,73,,,14.418107422918713
117,4,135,135,Helen DeVos Children's Hospital,26,42.970505,-85.66637,Metro Health University of Michigan Health,42.8575,-85.71897,13.26824433,15545.743000000002,36,,,9.659700871164578
118,5,158,158,C.S. Mott Children's Hospital,26,42.28164500000001,-83.728319,Henry Ford West Bloomfield Hospital,42.53785,-83.40718000000003,38.84281253,49465.08999999997,93,,,30.73625834192897
119,0,23,23,Mayo Eugenio Litta Children's Hospital,27,44.021342,-92.482195,,44.95594000000001,-93.09423,114.69804750000002,123868.69999999998,134,MN,Regions Hospital,76.96863310425391
120,1,33,33,Children's Hospitals and Clinics of Minnesota - St. Paul,27,44.94218400000001,-93.10791,,44.97128,-93.23061,10.20745998,11461.750000000005,29,MN,"University of Minnesota Medical Center, Fairview",7.122018964295926
121,2,78,78,Children's Hospitals and Clinics of Minnesota,27,44.956806,-93.26255,,44.97128,-93.23061,2.989551548,4654.355000000001,23,MN,"University of Minnesota Medical Center, Fairview",2.8920893036897124
122,3,79,79,University of Minnesota Masonic Children's Hospital,27,44.965992,-93.2373,,44.95397,-93.26171,2.344009492,3412.0919999999987,25,MN,Abbott Northwestern Hospital,2.1201809437409116
123,4,98,98,Hennepin County Medical Center,27,44.972786,-93.26274,,44.97128,-93.23061,2.54010058,3307.798000000001,14,MN,"University of Minnesota Medical Center, Fairview",2.0553754955447583
124,5,201,201,St. Mary's Children's Hospital,27,46.7929,-92.096344,,45.01381,-93.32168,219.4098856,244772.0580000002,154,MN,North Memorial Health Hospital,152.09468353486534
125,0,37,37,Arkansas Children's Hospital,5,34.74345,-92.291466,Saint Francis Hospital-Memphis,35.09751,-89.86437,225.2245637,235856.6830000001,144,,,146.55491257285604
126,0,131,131,West Virginia University Children's Hospital,54,39.653323,-79.957894,UPMC Presbyterian,40.44178,-79.9612,87.54721094,108575.19800000006,102,,,67.46566791355467
127,1,146,146,Hoops Family Children's Hospital,54,38.40897800000001,-82.4282,Ohio State University Wexner Medical Center,39.99493,-83.01756,183.2820617,211206.23900000023,192,,,131.2377987249433
128,0,25,25,Primary Children's Hospital,49,40.770859,-111.839687,St. Luke's Regional Medical Ceter - Boise,43.612338,-116.191892,478.2656501,418733.9199999999,180,,,260.1898417985012
129,0,65,65,Children's Hospital of Nevada,32,36.15894,-115.16743,Loma Linda University Medical Center,34.04948,-117.26366000000002,302.1324375,368154.66100000025,166,,,228.76126921595204
130,1,144,144,Renown Children's Hospital,32,39.523884,-119.79471,Kaiser Foundation Hospital - Sacramento,38.602029,-121.39257,172.0386034,215126.389,182,,,133.67367305852088
131,0,6,6,Children's Hospital of Wisconsin,55,43.043343,-88.026276,Northwest Community Hospital,42.06733,-87.99133,108.4574832,114334.34499999994,132,,,71.04424484571312
132,1,102,102,Marshfield Children's Hospital,55,44.676277,-90.180046,University of Wisconsin Hospitals and Clinics Authority,43.076545,-89.43396,187.5859634,213417.032,156,,,132.6115252215194
133,2,124,124,HSHS St Vincent Children's Hospital,55,44.50148400000001,-88.012856,Froedtert Memorial Lutheran Hospital,43.040967,-88.024495,162.27750559999996,176148.05600000007,138,,,109.45359961226346
134,3,154,154,Gundersen Lutheran Medical Center,55,43.795197,-91.24693,United Hospital,44.94289000000001,-93.10753,195.5870705,218365.526,170,,,135.68638448059454
135,4,156,156,American Family Children's Hospital,55,43.078274,-89.43336500000002,OSF Healthcare Saint Anthony Medical Center,42.26721,-89.00775,96.61688041,110811.72499999998,119,,,68.8553848161358
136,0,16,16,Children's Hospital of Georgia,13,33.472088,-81.98926999999998,Greenville Memorial Hospital,34.819024,-82.41299000000002,154.4343802,171303.31099999987,164,,,106.44320715324287
137,1,54,54,Dwaine and Cynthia Willett Children's Hospital of Savannah,13,32.032215,-81.091675,Augusta University Medical Center,33.47077,-81.99065,180.4115754,199515.474,195,,,123.97347608336337
138,2,114,114,Beverly Knight Olson Children's Hospital,13,32.833076,-83.63632,WellStar Kennestone Regional Medical Center,33.969758,-84.55109,152.1026139,162554.1350000001,139,,,101.0067077186922
139,3,164,164,Children's Healthcare of Atlanta,13,33.82971,-84.32975,WellStar Kennestone Regional Medical Center,33.969758,-84.55109,25.69886721,30051.008999999984,57,,,18.672877701417963
140,0,22,22,Duke Children's Hospital Health Center,37,36.008205,-78.93764499999997,Rex Hospital,35.818506,-78.70428100000002,29.77798548,32030.978000000014,56,,,19.903176457429762
141,1,44,44,North Carolina Children's Hospital,37,35.903027,-79.05028,Rex Hospital,35.818506,-78.70428100000002,32.62807628,37372.13000000002,65,,,23.222022692532356
142,2,68,68,Cone Health Children's Services,37,36.091095,-79.788795,Novant Health Forsyth Medical Center,36.07546,-80.29654000000002,45.76482395,50079.537000000004,79,,,31.118058955845257
143,3,106,106,Levine Children's Hospital,37,35.204636,-80.8384,Novant Health Forsyth Medical Center,36.07546,-80.29654000000002,108.3690943,125090.22800000006,92,,,77.72765730050833
144,4,152,152,WakeMed Children's Hospital,37,35.78618200000001,-78.589,Duke University Hospital,36.00764,-78.93755,39.9248411,42579.001,78,,,26.457430375184856
145,5,160,160,Novant Health Hemby Children's Hospital,37,35.212986,-80.825485,Novant Health Forsyth Medical Center,36.07546,-80.29654000000002,107.0141465,123862.87600000008,93,,,76.96501422943572
146,6,193,193,James and Connie Maynard Children's Hospital at Vidant Medical Center,37,35.6058,-77.40124,Rex Hospital,35.818506,-78.70428100000002,120.2500892,132041.26500000007,115,,,82.04684218375239
147,7,195,195,Betty H Cameron Womens Childrens Hospital,37,34.20638,-77.92425,Vidant Medical Center,35.60712,-77.40456,162.49186519999995,182994.65299999996,150,,,113.70788832689175
148,8,200,200,Wake Forest Baptist Health - Brenner Children's Hospital,37,36.090751,-80.270156,Moses H. Cone Memorial Hospital,36.091918,-79.785944,43.60808941,47641.583,83,,,29.60318080703891
149,0,155,155,Sanford Children's Hospital,46,43.53305,-96.7451,CentraCare Health - St. Cloud Hospital,45.574495,-94.169613,305.4798901000001,292528.6550000002,185,,,181.7693309058373
150,0,9,9,Le Bonheur Children's Hospital,47,35.143440000000005,-90.0317,UAMS Medical Center,34.74435234,-92.384465,219.4330906,137713.7220000001,103,,,85.57155231337076
151,1,27,27,Spence and Becky Wilson Baptist Childlren's Hospital,47,35.127824,-89.854591,UAMS Medical Center,34.74435234,-92.384465,235.0025136,154096.8430000001,130,,,95.75157704400569
