,Unnamed: 0,index,GEOID,Hospital,State,ORIG_LAT,ORIG_LONG,ThrombCenter,DEST_LAT,DEST_LONG,AERIAL_2,DISTANCE_ROAD,DISTANCE_TIME,USPS,THROMB,DISTANCE_ROAD_MILES
19,8,200,200,Wake Forest Baptist Health - Brenner Children's Hospital,37,36.090751,-80.270156,Novant Health Forsyth Medical Center,36.07546,-80.29654000000002,2.9199257210000003,3443.6809999999996,21,,,2.139809487118943
20,0,116,116,UH Rainbow Babies & Children's Hospital,39,41.506626,-81.60805500000002,Cleveland Clinic,41.502678,-81.62160300000002,1.2131398290000002,1411.8969999999995,13,,,0.8773143027576519
21,1,128,128,Akron Children's Hospital,39,41.07892800000001,-81.52652900000002,Summa Health System,41.081955,-81.50131,2.145720143,2608.855,21,,,1.6210713708725317
22,2,140,140,ProMedica Toledo Children's Hospital,39,41.67143,-83.594025,Mercy Health - St. Vincent Medical Center,41.66814,-83.54163,4.378610173,5026.723999999998,35,,,3.1234692482632624
23,3,151,151,Nationwide Children's Hospital,39,39.952354,-82.97851999999997,Riverside Methodist Hospital,40.03044000000001,-83.0337,9.86822341,11976.177,33,,,7.4416698770924725
24,4,184,184,Dayton Children's Hospital,39,39.774124,-84.169754,Kettering Medical Center,39.69688,-84.19247,8.794653451,10135.014999999994,46,,,6.297622006536837
25,5,196,196,Cincinnati Children's Hospital Medical Center,39,39.141247,-84.500374,Good Samaritan Hospital,39.14003,-84.5206,1.753843681,2512.806,17,,,1.5613891408900544
26,6,198,198,Cleveland Clinic Children's,39,41.50342,-81.6215,University Hospitals Cleveland Medical Center,41.50684,-81.60669,1.293507321,1367.755,11,,,0.8498856674164565
27,0,31,31,Floating Hospital for Children at Tufts Medical Center,25,42.349948,-71.063829,Mass General Hospital,42.36278,-71.06867,1.480128694,2991.2140000000004,30,,,1.8586588290852153
28,1,34,34,Boston Children's Hospital,25,42.337776,-71.10519000000002,Beth Israel Deaconess Hospital â€“ West Campus,42.338036,-71.108993,0.31473688,353.24699999999996,3,,,0.21949805510333428
29,2,92,92,Baystate Children's Hospital,25,42.11899,-72.60416,UMass Memorial Medical Center â€“ University Campus,42.27625,-71.76208000000003,71.71038234,81203.68000000008,79,,,50.45775286763523
30,3,148,148,Umass Memorial Children's Medical Center,25,42.279568,-71.75844000000002,Lahey Hospital & Medical Center,42.48512,-71.20485,50.98775616,61196.27700000001,79,,,38.02569811226963
31,4,159,159,MassGeneral Hospial for Children,25,42.36244,-71.06983000000002,Tufts Medical Center,42.349305,-71.06378000000002,1.541830098,2400.873,23,,,1.4918370263586316
32,0,182,182,Children's Hospital at Dartmouth-Hitchcock,33,40.788802,-74.46522399999998,JFK Medical Center,40.55625,-74.35119,27.56549371,0.0,0,,,0.0
33,0,20,20,The Children's Hospital at Montefiore,36,40.87988,-73.8789,Mount Sinai Hospital,40.79038,-73.95339,11.75832968,12753.783999999998,53,,,7.924853666720518
34,1,21,21,Bernard Millie Duker Children's Hospital,36,42.652603000000006,-72.77507,UMass Memorial Medical Center â€“ University Campus,42.27625,-71.76208000000003,93.21373764,119792.59599999989,124,,,74.43585320690462
35,2,40,40,Upstate Golisano Children's Hospital,36,43.042282,-76.140392,Crouse Hospital,43.04131,-76.13793000000003,0.227832811,456.911,3,,,0.28391203847539986
36,3,48,48,Hassenfeld Children's Hospital at NYU Langone,36,40.743626,-73.97315,Mount Sinai Hospital,40.79038,-73.95339,5.45346706,6464.507000000001,22,,,4.016868405681834
37,4,55,55,Maimonides Infants and Children's Hospital of Brooklyn,36,40.639526,-73.9982,NYU Langone Hospital - Brooklyn,40.64662,-74.02058000000002,2.050433553,2585.84,18,,,1.6067704773385365
38,5,80,80,Cohen Children's Medical Center,36,40.752769,-73.708878,Montefiore Medical Center - Henry and Lucy Moses Division,40.880331,-73.880149,20.23527486,24388.40000000002,72,,,15.15428685051016
39,6,89,89,Maria Fareri Children's Hospital at Westchester Medical Center,36,41.08788300000001,-73.80399,Valley Hospital,40.98364,-74.10054000000002,27.49294335,39180.98999999998,73,,,24.345998980948703
40,7,90,90,The Children's Medical Center at NYU Winthrop Hospital,36,40.741695,-73.64331,Brookdale Hospital Medical Center,40.65453,-73.91275999999998,24.74504807,26424.44499999999,105,,,16.419429704102296
41,8,117,117,Golisano Children's Hospital at the University of Rochester Medical Center,36,43.121896,-77.623377,Rochester General Hospital,43.19242,-77.58659,8.386774144,9370.508000000003,44,,,5.82257819975891
42,9,125,125,The Mount Sinai Kravis Children's Hospital,36,40.79013,-73.95413,NYU Langone Hospitals,40.7423,-73.9743,5.577824081,6323.569000000001,35,,,3.929293374923883
43,10,174,174,New York Presbyterian Komansky Chilldren's Hospital,36,40.764214,-73.955414,Mount Sinai Hospital,40.79038,-73.95339,2.91074312,3907.976,23,,,2.4283097418817654
44,11,175,175,New York Presbyterian Morgan Stanley Children's Hospital,36,40.839447,-73.940956,Montefiore Medical Center - Henry and Lucy Moses Division,40.880331,-73.880149,6.848205553,8428.349000000004,39,,,5.237146283569665
45,12,177,177,John R. Oishei Children's Hospital,36,42.90057,-78.867165,Rochester General Hospital,43.19242,-77.58659,109.2606313,113699.547,87,,,70.64979867523333
46,13,187,187,Stony Brook Children's Hospital,36,40.91326,-73.116516,Good Samaritan Hospital Medical Center,40.69321,-73.29415999999998,28.66809151,34337.92899999998,97,,,21.336652913616753
47,0,72,72,Children's Hospital & Medical Center,31,41.259686,-96.04045,CHI Health Immanuel,41.32185,-96.01987,7.11587165,8416.482000000002,46,,,5.22977245330384
48,1,105,105,Boys Town National Research Hospital,31,41.264412,-95.95661,CHI Health Immanuel,41.32185,-96.01987,8.292696071,10175.545999999998,48,,,6.322806864925994
49,0,43,43,University of Maryland Children's Hospital,24,39.288456,-76.62366,The Johns Hopkins Hospital,39.2973,-76.5933,2.79709828,3195.975,34,,,1.985891732014366
50,1,186,186,Johns Hopkins Children's Center,24,39.295277,-76.59097,University of Maryland Medical Center,39.28816,-76.6247,3.015240318,3764.9959999999987,34,,,2.339465867995575
51,0,101,101,Hasbro Children's Hospital at Rhode Island Hospital,44,41.81175,-71.407074,UMass Memorial Medical Center â€“ University Campus,42.27625,-71.76208000000003,59.3786241,64925.20999999999,123,,,40.3427554152634
52,1,169,169,Women and Infants Hospital of Rhode Island,44,41.81026,-71.41101,UMass Memorial Medical Center â€“ University Campus,42.27625,-71.76208000000003,59.36240505,65047.71499999999,123,,,40.41887668236668
53,0,1,1,Sanford Children's Hospital - Fargo,38,46.884666,-96.787796,Sanford Medical Center Fargo,46.84551,-96.8768,8.062365105,11665.028999999999,43,,,7.248330992829358
54,0,32,32,Doernbecher Children's Hospital at Oregon Health,41,45.499268,-122.686295,Providence St.Vincent Medical Center,45.51092,-122.77186,6.811235987000001,10826.402000000002,37,,,6.727231038810943
55,1,62,62,Randall Childrren's Hospital at Legacy Emanuel,41,45.542862,-122.66945,Providence St.Vincent Medical Center,45.51092,-122.77186,8.752650765,11056.672000000002,39,,,6.870314538879294
56,2,121,121,Providence St. Vincent Medical Center,41,45.50894,-122.77164,Providence Portland Medical Center,45.52784000000001,-122.61388,12.50390476,13174.729999999998,40,,,8.186418034722308
57,0,2,2,St. Joseph's Children's Hospital of Tampa,12,27.983532,-82.49008,St Josephs Hospital,27.982840000000003,-82.49132,0.144089769,392.396,3,,,0.2438241763704376
58,1,8,8,Baptist Children's Hospital,12,25.687788,-80.340675,Kendall Regional Medical Center,25.73088,-80.38535,6.549321957999999,8787.940999999999,38,,,5.460586948687039
59,2,47,47,Nicklaus Children's Hospital,12,25.741411,-80.29603,Kendall Regional Medical Center,25.73088,-80.38535,9.038011589,9848.525000000003,48,,,6.119604931214041
60,3,50,50,Nemours Children's Specialty Care Jacksonville,12,30.31212,-81.6633,UF Health Jacksonville,30.3478,-81.66435,3.956702843,4642.249000000002,22,,,2.88456696533983
61,4,51,51,Golisano Children's Hospital of Southwest Florida,12,26.50363,-81.91398000000002,NCH Healthcare System North Naples Hospital Campus,26.273562,-81.78920600000002,28.36842084,37022.35799999997,97,,,23.00468390768885
62,5,58,58,AdventHealth for Children,12,28.57411,-81.37118000000002,Orlando Health Orlando Regional Medical Center,28.52628,-81.37819,5.345123047,6180.464999999997,35,,,3.8403724508183466
63,6,63,63,The Salah Foundation Children's Hospital at Broward Health,12,26.101841,-80.14234,Holy Cross Hospital,26.18617,-80.11873,9.636504362,10992.485,57,,,6.830430487031951
64,7,74,74,Wolfson Children's Hospital,12,30.316278000000004,-81.66424,UF Health Jacksonville,30.3478,-81.66435,3.494483691,4216.826,20,,,2.6202207115960583
65,8,94,94,The Studer Family Children's Hospital at Ascension Sacred Heart,12,30.47732,-87.21203100000002,USA Health University Hospital,30.70736,-88.09825,88.73887509999999,94417.07699999998,84,,,58.66819752196552
66,9,97,97,Holtz Children's Hospital Jackson Memorial Hospital,12,25.790646,-80.21504,North Shore Medical Center,25.85983,-80.21513,7.6645770089999985,8781.019999999997,29,,,5.456286427976685
67,10,120,120,Tampa General Hospital Children's Medical Center,12,27.93754,-82.46039300000002,St. Joseph's Hospital,27.982840000000003,-82.49132,5.870444105,7555.911999999998,56,,,4.695037717325114
68,11,123,123,Nemours Children's Hospital,12,28.377819,-81.272561,Orlando Health Orlando Regional Medical Center,28.52628,-81.37819,19.43603832,26197.813,52,,,16.278606758049882
69,12,137,137,Palm Beach Children's Hospital,12,26.753117,-80.06258000000003,JFK Medical Center,26.59768,-80.09114,17.4552267,20063.601000000013,56,,,12.466974660419808
70,13,139,139,UF Health Shands Children's Hospital,12,29.640626,-82.342372,North Florida Regional Medical Center,29.66046,-82.41225,7.114008447000001,7905.658,35,,,4.912360346477438
71,14,141,141,Joe DiMaggio Children's Hospital at Memorial Regional Hospital,12,26.018462,-80.179677,Aventura Hospital and Medical Center,25.96993,-80.14533,6.3824484020000005,8206.883,46,,,5.099533349074776
72,15,179,179,Arnold Palmer Hospital for Children,12,28.523851,-81.379684,AdventHealth Orlando,28.57325,-81.36974000000002,5.560619629,6240.894999999999,33,,,3.8779220052940953
73,16,183,183,Johns Hopkins All Children's Hospital,12,27.764278000000004,-82.64021,Bayfront Health St Petersburg,27.76318,-82.64182,0.199981891,281.32099999999997,2,,,0.1748051996470603
74,0,0,0,Penn State Children's Hospital,42,40.264298,-76.673751,York Hospital,39.946122,-76.71906,35.53978371,49829.747,76,,,30.9628462599575
75,1,18,18,Lehigh Valley Reilly Children's Hopital,42,40.567081,-75.523948,St. Luke's University Hospital,40.608801,-75.381445,12.92285379,14275.373999999998,43,,,8.870328209079497
76,2,26,26,Janet Weis Children's Hospital at Geisinger,42,40.969692,-76.60424,Geisinger Wyoming Valley Medical Center,41.25692,-75.8094,73.98823903,81548.78899999996,64,,,50.672194191407634
77,3,29,29,Children's Hospital of Philadelphia,42,39.9481,-75.19318,Thomas Jefferson University Hospitals,39.94982,-75.15867,2.9553120560000004,3911.96,27,,,2.430785290864578
78,4,129,129,St. Christopher's Hospital for Children,42,40.00684,-75.13117,Albert Einstein Medical Center,40.036868,-75.141338,3.445295959,4437.558999999998,38,,,2.757378179874979
79,5,132,132,UPMC Children's Hospital of Pittsburgh,42,40.46656,-79.95374,UPMC Mercy,40.43608,-79.98536999999997,4.319116441,5160.815999999999,28,,,3.2067903612661084
80,0,6,6,Children's Hospital of Wisconsin,55,43.043343,-88.026276,Aurora St. Luke's Medical Center,42.989683,-87.951206,8.543215808,11832.744,59,,,7.352544521356582
81,1,102,102,Marshfield Children's Hospital,55,44.676277,-90.180046,Aurora BayCare Medical Center,44.4753,-87.93879,179.4046076,198624.95400000003,163,,,123.420131233922
82,2,124,124,HSHS St Vincent Children's Hospital,55,44.50148400000001,-88.012856,ThedaCare,44.187789,-88.453643,49.50201308,55214.86100000002,89,,,34.3090092833087
83,3,154,154,Gundersen Lutheran Medical Center,55,43.795197,-91.24693,University of Wisconsin Hospitals and Clinics Authority,43.076545,-89.43396,167.0868396,195973.9449999996,155,,,121.77286651670848
84,4,156,156,American Family Children's Hospital,55,43.078274,-89.43336500000002,Javon Bea Hospital-Riverside Campus,42.316614,-88.960424,93.06241599,115663.68400000001,103,,,71.87025985807847
85,0,17,17,Ochsner Hospital for Children,22,29.962742,-90.144005,Tulane University Hospital and Clinic,29.95983,-90.07649,6.524787951,7852.231999999995,52,,,4.8791628866491825
86,1,59,59,Our Lady of the Lake Children's Hospial,22,30.402043,-91.099353,Ochsner Medical Center,29.96255,-90.14479,104.0446224,114376.104,86,,,71.07019274982292
87,2,61,61,Willis Knighton South and the Center for Womens and Childrens Health,22,32.402134000000004,-93.79852,CHRISTUS Mother Frances Hospital,32.342620000000004,-95.2919,140.6945877,132336.19899999994,90,,,82.23010613046338
88,3,103,103,Children's Hospital New Orleans,22,29.917667,-90.126976,Ochsner Medical Center,29.96255,-90.14479,5.2642091980000005,5914.181000000001,54,,,3.6749108330122917
89,0,15,15,The University of Vermont Children's Hospital,50,44.48071,-73.19685,Maine Medical Center,43.65335200000001,-70.276635,251.3504561,280985.02999999985,237,,,174.59643704872798
90,0,118,118,Yale-New Haven Children's Hospital,9,41.30439000000001,-72.934555,SUNY Stony Brook/University Hospital,40.90837,-73.11473000000002,46.51159972,174889.17300000018,256,,,108.67136403743162
91,1,168,168,Connecticut Children's Medical Center,9,41.75501,-72.68265500000003,Yale New Haven Hospital (York St. Campus),41.30429,-72.93515,54.3133493,55854.912000000026,80,,,34.70671952477415
92,0,126,126,University of South Alabama Children's and Women's Hospital,1,30.696112,-88.076904,Ascension Sacred Heart Pensacola,30.476470000000006,-87.21219,86.43856683,90936.2,91,,,56.50527545453416
93,1,167,167,Children's of Alabama,1,33.503292,-86.805305,WellStar Kennestone Regional Medical Center,33.969758,-84.55109,215.2026204,233333.84899999987,152,,,144.98729230616271
94,0,38,38,University Health System Children's Health,48,29.50904,-98.574486,St. Luke's Baptist Hospital,29.51227,-98.57471,0.358685001,314.975,6,,,0.19571687772627291
95,1,42,42,Children's Health,48,32.808856,-96.838099,UT Southwestern William P. Clements Jr. University Hospital,32.8193,-96.84846,1.510965986,2033.725,15,,,1.2637012688431282
96,2,46,46,Medical City Children's Hospital,48,32.909378000000004,-96.77132,Texas Health Presbyterian Dallas Hospital,32.8799,-96.76282,3.3645317410000004,4617.911000000001,28,,,2.8694439956752467
97,3,60,60,Children's Memorial Hermann Hospital,48,29.71507,-95.39662,Ben Taub Hospital,29.71074,-95.394447,0.524006664,554.318,3,,,0.3444380926342476
98,4,73,73,Covenant Children's,48,33.5741,-101.90108,Texas Health Harris Methodist Hospital Fort Worth,32.73645,-97.33913,435.5611273,473447.4159999998,363,,,294.1873165396994
99,5,104,104,Driscoll Children's Hospital,48,27.748377,-97.38436,Valley Baptist Medical Center - Harlingen,26.175449,-97.669706,176.5725783,217298.16999999984,217,,,135.02315856189483
100,6,113,113,Texas Children's Hospital,48,29.708263,-95.40344,Houston Methodist Hospital,29.710040000000006,-95.40038,0.355637253,403.57599999999996,4,,,0.2507711235661824
101,7,119,119,El Paso Children's Hospital,48,31.770267,-106.43305,Tucson Medical Center,32.25224,-110.87984,423.49336,60610.96799999999,83,,,37.66200305715386
102,8,134,134,Baylor Scott White McLane Children's Medical Center,48,31.074790000000004,-97.37541,Ascension Seton Medical Center Austin,30.30481,-97.74559,92.43803359999998,101089.46099999992,130,,,62.814235028023866
103,9,138,138,Cook Children's Medical Center,48,32.7384,-97.341965,Medical City Fort Worth,32.7345,-97.34416,0.47894892,540.87,6,,,0.336081872071781
104,10,161,161,Dell Children's Medical Center of Central Texas,48,30.30131,-97.70575,Ascension Seton Medical Center Austin,30.30481,-97.74559,3.851871369,5027.837999999999,46,,,3.1241614574918906
105,11,166,166,Children's Hospital of San Antonio,48,29.428179,-98.49776,University Hospital,29.50662,-98.57792,11.66416531,12830.968000000004,47,,,7.972813700026101
106,0,5,5,Children's Hospitl of Richmond at VCU,51,37.540268,-77.432846,Bon Secours St. Mary's Hospital of Richmond,37.58314,-77.51298,8.530438427,9253.727000000004,49,,,5.750013670200209
107,1,53,53,Bon Secours St. Mary's Hospital Children's Services,51,37.585026,-77.512596,Virginia Commonwealth University Health System Authority,37.540289,-77.430789,8.76896083,9046.586,38,,,5.621301900157828
108,2,91,91,Inova Children's Hospital,51,38.85876500000001,-77.22603000000002,University of Maryland Medical Center,39.28816,-76.6247,70.5709215,77335.80200000001,105,,,48.05435892974761
109,3,112,112,Children's Hospital of the King's Daughters,51,36.86134000000001,-76.30162,Riverside Regional Medical Center,37.065,-76.48348,27.80509146,38045.096,79,,,23.640185417624615
110,4,149,149,Carilion Clinic Children's Hospital,51,37.25206,-79.94169000000002,Wake Forest Baptist Medical Center,36.08932,-80.26876,132.3018726,100302.424,117,,,62.32519169348926
111,0,136,136,University of New Mexico Children's Hospital,35,35.087482,-106.61643,UCHealth Memorial Hospital Central,38.83938,-104.79915,446.6909825,452436.463,193,,,281.13168317446906
112,0,12,12,Children's of Mississippi,28,32.32881,-90.17562,East Jefferson General Hospital,30.01434,-90.18152,256.6116664,283557.53000000014,168,,,176.19491841375978
113,0,65,65,Children's Hospital of Nevada,32,36.15894,-115.16743,Desert Regional Medical Center,33.83835,-116.54484,286.504937,341367.57299999986,163,,,212.1165030385126
114,1,144,144,Renown Children's Hospital,32,39.523884,-119.79471,Mercy San Juan Medical Center,38.6707,-121.31383999999998,161.98902890000005,205360.25899999987,167,,,127.60526613394303
115,0,39,39,Blank Children's Hospital,19,41.589855,-93.63651,Nebraska Medical Center,41.254799,-95.97882,199.3052306,212814.84100000004,137,,,132.23734015186352
116,1,192,192,MercyOne Children's Hospital - Des Moines,19,41.597763,-93.62566,Nebraska Medical Center,41.254799,-95.97882,200.3496376,213325.676,133,,,132.55475909379
117,2,194,194,University of Iowa Stead Family Children's Hospital,19,41.65727,-91.54992,OSF Healthcare Saint Francis Medical Center,40.7025,-89.58959,195.6907655,233547.59699999995,120,,,145.12010948587618
118,0,52,52,Ann & Robert H. Lurie Childen's Hospital of Chicago,17,41.896755,-87.62236,Rush University Medical Center,41.87449,-87.66819,4.537062026,5573.116,28,,,3.4629823405868247
119,1,56,56,Advocate Children's Hospital - Oak Lawn,17,41.723169,-87.731996,University of Chicago Hospitals and Health Systems,41.77693,-87.609505,11.80897025,13857.610999999995,90,,,8.610741670498463
120,2,64,64,Alexian Brothers Women & Children's Hospital,17,42.05247,-88.14443,Northwest Community Hospital,42.06733,-87.99133,12.77958578,14672.846,35,,,9.11730647346117
121,3,67,67,OSF Healthcare Children's Hospital of Illinois,17,40.702168,-89.5912,Memorial Medical Center,39.80873,-89.65471,99.35396901,109371.364,94,,,67.96038375980216
122,4,75,75,Advocate Children's Hospital - Park Ridge,17,42.038222,-87.848316,AMITA Health Resurrection Medical Center,41.98793,-87.81315,6.299984714,7631.927999999999,37,,,4.742271987274286
123,5,83,83,Comer Children's Hospital at University of Chicago Medical Center,17,41.790287,-87.604935,University of Illinois Hospital Health Sciences System- Chicago,41.869245,-87.670663,10.33069371,13418.737,51,,,8.338037332074018
124,6,84,84,HSHS St Johns Children's Hospital,17,39.80728,-89.64558000000002,OSF Healthcare Saint Francis Medical Center,40.7025,-89.58959,99.51887122,109586.25,97,,,68.09390806168989
125,7,145,145,Rush University Children's Hospital,17,41.87514,-87.668564,University of Illinois Hospital Health Sciences System- Chicago,41.869245,-87.670663,0.6775524270000001,1153.6799999999996,8,,,0.7168652988181489
126,8,181,181,Children's Hospital of the Univerisyt of Illinois,17,41.869205,-87.670715,Rush University Medical Center,41.87449,-87.66819,0.623313083,738.9390000000002,5,,,0.4591565486472717
127,0,131,131,West Virginia University Children's Hospital,54,39.653323,-79.957894,UPMC Mercy,40.43608,-79.98536999999997,86.94543179,106396.65100000009,103,,,66.11197820224446
128,1,146,146,Hoops Family Children's Hospital,54,38.40897800000001,-82.4282,Mount Carmel East,39.97755,-82.84295,177.7888188,210156.54699999985,182,,,130.58554873426365
129,0,85,85,Children's National Hospital,11,38.926273,-77.012764,University of Maryland Medical Center,39.28816,-76.6247,52.35212214,54936.621999999974,104,,,34.13611915443597
130,0,14,14,Children's Hospital Colorado,8,39.740765,-104.83503,Swedish Medical Center,39.65396,-104.98117,15.81134849,20885.04100000001,68,,,12.977395081213423
131,0,95,95,Kentucky Children's Hospital,21,38.03282,-84.50683599999998,Baptist Health Lexington,38.01849,-84.51236,1.662891225,1794.4939999999995,16,,,1.115049647681658
132,1,173,173,Norton Children's Hospital,21,38.247967,-85.74880999999998,University of Louisville Medical Center,38.248187,-85.744585,0.370643922,357.42199999999997,2,,,0.22209228627884722
133,0,162,162,St. Luke's Children's Hospital,16,43.612453,-116.19273,Saint Alphonsus Regional Medical Center,43.61364,-116.25616,5.1221244530000005,6327.6129999999985,29,,,3.9318062062708927
134,0,49,49,Children's Mercy Hospitals and Clinics,29,39.081947,-94.578285,Saint Luke's Hospital of Kansas City,39.04664,-94.59012,4.051292253,4852.524,33,,,3.0152261175388673
135,1,86,86,SSM Cardinal Glennon Children's Medical Center,29,38.621086,-90.23844,Barnes-Jewish Hospital,38.6349189,-90.2647602,2.75877552,3516.198000000001,13,,,2.184869573862578
136,2,147,147,Women's and Children's Hospital University of Missouri Health Care,29,38.953888,-92.29022,University of Missouri Hospital and Clinics,38.9380123,-92.3273053,3.666394522,5382.781999999998,15,,,3.3447139821293193
137,3,178,178,Mercy Children's Hospital - Springfield,29,37.178185,-93.275826,Washington Regional Medical Center,36.10948,-94.15814,142.4418555,165766.58800000002,173,,,103.00283843066103
138,4,190,190,Mercy Children's Hospital - St. Louis,29,38.644516,-90.44344,SSM Health DePaul Hospital - St. Louis,38.74999,-90.43413,11.73661687,13671.276999999998,35,,,8.49495880298756
139,5,191,191,St. Louis Children's Hospital,29,38.637283,-90.265182,SSM Health St. Louis University Hospital,38.62303,-90.23933,2.751493506,4087.9370000000013,19,,,2.5401326009420018
140,6,197,197,CoxHealth,29,37.143776,-93.27797,Washington Regional Medical Center,36.10948,-94.15814,139.17998380000003,164772.69199999998,151,,,102.38525855319571
141,0,69,69,The Children's Hospital at Saint Francis,40,36.075058,-95.922134,St. John Medical Center,36.13387,-95.96388,7.531043642999999,9435.074000000002,48,,,5.862697751873441
142,1,81,81,Oklahoma Children's Hospital at OU Health,40,35.48182100000001,-97.497542,INTEGRIS Baptist Medical Center,35.52914000000001,-97.57598,8.843214527,11129.673,45,,,6.915675370027466
143,2,165,165,The Children's Hospital at OU Medical Center,40,35.481837,-97.49754,INTEGRIS Baptist Medical Center,35.52914000000001,-97.57598,8.842306209,11129.673,45,,,6.915675370027466
144,0,23,23,Mayo Eugenio Litta Children's Hospital,27,44.021342,-92.482195,,44.94289000000001,-93.10753,113.84723429999998,123087.57099999994,129,MN,United Hospital,76.48326083984736
145,1,33,33,Children's Hospitals and Clinics of Minnesota - St. Paul,27,44.94218400000001,-93.10791,,44.95594000000001,-93.09423,1.871486734,2913.384,25,MN,Regions Hospital,1.8102973889917606
146,2,78,78,Children's Hospitals and Clinics of Minnesota,27,44.956806,-93.26255,,44.971805,-93.262563,1.666855383,1574.2879999999998,13,MN,Hennepin Healthcare System,0.9782196428349509
147,3,79,79,University of Minnesota Masonic Children's Hospital,27,44.965992,-93.2373,,44.971805,-93.262563,2.095068483,2645.4970000000003,14,MN,Hennepin Healthcare System,1.643839710688854
148,4,98,98,Hennepin County Medical Center,27,44.972786,-93.26274,,44.95397,-93.26171,2.0926205380000003,2469.3450000000007,19,MN,Abbott Northwestern Hospital,1.5343836603825176
149,5,201,201,St. Mary's Children's Hospital,27,46.7929,-92.096344,,44.95594000000001,-93.09423,218.3755155,238567.96,122,MN,Regions Hospital,148.23962618216163
150,0,142,142,Nemours Alfred I. duPont Hospital for Children,10,39.780361,-75.554057,Bryn Mawr Hospital,40.019075,-75.321853,33.11868609,37064.506000000016,64,,,23.030873525793194
151,0,25,25,Primary Children's Hospital,49,40.770859,-111.839687,Intermountain Medical Center,40.65931,-111.8903,13.10479303,16081.231000000002,66,,,9.99243851516771
